id,district,area_sqm,bedrooms,living_rooms,bathrooms,floor,total_floors,has_elevator,building_age_years,orientation,decoration,property_type,developer,subway_line,subway_distance_m,school_district_tier,west_lake_distance_m,green_ratio,parking_ratio,management_fee_yuan_per_sqm,listing_date,listing_duration_days,price_adjustments_count,unit_price_yuan_per_sqm,total_price_wan
149,余杭区,101.6,2,1,2,11,33,1,8,North,精装 (Fine),住宅 (Residential),本地开发商 (Local),Line 4,146,C,28509,0.4,1.24,7.68,6/3/2023,689,,32809,333.34
150,上城区,105.6,4,1,4,27,33,1,2,Southwest,毛坯 (Rough),公寓 (Apartment),,Line 4,,B,15017,,1.34,2.71,2/15/2024,418,3,46727,493.44
151,萧山区,88.3,2,2,2,3,18,1,8,Southwest,精装 (Fine),住宅 (Residential),龙湖 (Longfor),Line 1,394,C,5856,,0.63,,9/9/2023,588,0,38273,337.95
152,临平区,93.1,2,1,2,1,18,1,,South,精装 (Fine),住宅 (Residential),龙湖 (Longfor),Line 1,4791,,27289,0.3,,4.42,4/6/2023,730,,26107,243.06
153,富阳区,76.6,3,1,3,30,33,1,,South,精装 (Fine),住宅 (Residential),,Line 2,277,A,27055,0.38,1.46,5.14,2/7/2024,507,3,29871,228.81
154,余杭区,40.3,1,1,1,3,18,1,,Southeast,简装 (Simple),住宅 (Residential),保利 (Poly),Line 2,3253,A,4938,,0.61,2.48,5/3/2023,709,0,32875,132.49
155,萧山区,69.3,1,2,1,2,26,1,0,West,毛坯 (Rough),住宅 (Residential),本地开发商 (Local),Line 19,127,C,,0.36,,,7/23/2024,321,0,29368,203.52
156,钱塘区,86.7,2,1,2,4,26,1,0,West,,住宅 (Residential),中海 (COHL),Line 19,,A,13750,0.36,,4.83,3/8/2023,779,,35740,309.87
157,钱塘区,88.6,3,2,2,3,6,1,0,Southeast,精装 (Fine),住宅 (Residential),保利 (Poly),Line 1,,C,15774,,1.38,7.22,6/2/2023,672,1,32519,288.12
158,临安区,82.4,2,1,2,14,18,1,31,Southwest,豪华 (Luxury),住宅 (Residential),,Line 6,165,B,20183,0.31,0.89,6.69,12/31/2024,135,1,14862,122.46
159,钱塘区,66.9,1,1,1,11,26,1,7,Northwest,毛坯 (Rough),商住两用 (Mixed),融创 (Sunac),,1278,B,,,,,4/13/2023,749,2,19628,131.31
160,萧山区,136.6,3,1,2,24,26,1,1,,豪华 (Luxury),公寓 (Apartment),绿城 (Greentown),,367,,21116,0.43,,7.89,8/28/2024,218,2,43818,598.55
161,余杭区,83.3,3,2,3,19,26,1,,North,毛坯 (Rough),住宅 (Residential),中海 (COHL),Line 19,3310,,25149,0.31,1.49,4.65,9/20/2024,217,3,26838,223.56
162,余杭区,107.9,4,2,4,21,33,1,3,Southeast,精装 (Fine),住宅 (Residential),华润 (CR Land),Line 2,3900,A,6864,0.29,1.36,6.82,11/27/2023,507,,38456,414.94
163,临平区,158.3,5,2,4,21,33,1,2,,精装 (Fine),住宅 (Residential),滨江 (Binjiang),,4004,,19346,0.43,1.03,3.09,12/19/2024,175,0,32752,518.46
164,临安区,74.1,3,1,2,26,26,1,,Northeast,简装 (Simple),商住两用 (Mixed),绿城 (Greentown),Line 3,675,,9980,,0.75,1.7,10/16/2024,208,1,20097,148.92
165,萧山区,77.9,2,1,2,12,26,1,11,,豪华 (Luxury),住宅 (Residential),保利 (Poly),Line 2,300,B,13830,0.31,,6.01,8/14/2024,312,2,39077,304.41
166,滨江区,27.2,1,1,1,1,6,1,13,Northeast,精装 (Fine),别墅 (Villa),万科 (Vanke),,241,B,3392,0.26,1.4,5.73,2/1/2023,844,,66628,181.23
167,拱墅区,81.7,3,2,3,2,18,1,3,Northeast,简装 (Simple),住宅 (Residential),滨江 (Binjiang),Line 3,289,C,22109,0.35,0.52,,6/7/2023,669,0,43079,351.96
168,临平区,108.6,4,1,3,31,33,1,2,,简装 (Simple),住宅 (Residential),龙湖 (Longfor),Line 1,300,B,2720,0.36,1.13,4.96,7/9/2023,678,3,38777,421.12
169,余杭区,67.8,2,1,2,4,6,0,8,South,简装 (Simple),住宅 (Residential),,Line 4,385,,28146,0.3,1.23,,6/19/2024,338,,28743,194.88
170,钱塘区,82.5,3,1,2,5,11,1,4,Northwest,精装 (Fine),住宅 (Residential),绿城 (Greentown),,2558,C,,,0.56,,8/5/2023,628,0,30254,249.6
171,临平区,62.5,1,1,1,7,26,1,,,毛坯 (Rough),住宅 (Residential),保利 (Poly),Line 9,1981,B,,0.26,1.19,2.03,1/13/2023,897,1,24962,156.01
172,富阳区,92.3,2,2,1,3,11,1,2,Southwest,毛坯 (Rough),住宅 (Residential),融创 (Sunac),Line 9,3779,,,0.3,1.01,2.18,5/12/2024,396,1,19982,184.43
173,上城区,86,3,1,3,13,18,1,1,,豪华 (Luxury),住宅 (Residential),本地开发商 (Local),,1450,B,17429,,,1.76,12/13/2024,195,0,57446,494.04
174,滨江区,123.2,3,1,3,29,33,1,27,Southeast,,住宅 (Residential),龙湖 (Longfor),Line 5,2947,C,641,0.31,0.71,4.86,6/12/2023,666,0,45644,562.33
175,富阳区,84.2,2,1,1,17,26,1,25,East,精装 (Fine),别墅 (Villa),华润 (CR Land),Line 1,409,,23860,0.31,,4.96,10/12/2024,185,2,19565,164.74
176,滨江区,101.8,2,1,1,6,26,1,,East,豪华 (Luxury),住宅 (Residential),万科 (Vanke),Line 6,626,B,22871,0.43,,5.45,8/8/2023,629,1,69162,704.07
177,滨江区,127.2,3,1,3,1,18,1,22,North,豪华 (Luxury),住宅 (Residential),中海 (COHL),,1673,C,6741,,,7.17,10/9/2023,593,3,37821,481.08
178,余杭区,123.7,3,1,2,5,11,1,19,Southwest,豪华 (Luxury),住宅 (Residential),中海 (COHL),Line 19,1250,A,13808,0.33,0.82,6.37,3/7/2023,798,,32291,399.44
179,余杭区,157.4,5,2,4,10,18,1,2,Northwest,精装 (Fine),住宅 (Residential),绿城 (Greentown),Line 7,309,A,,0.38,,4.94,3/4/2024,443,0,51608,812.31
180,上城区,114.6,4,1,3,13,33,1,5,,精装 (Fine),住宅 (Residential),绿城 (Greentown),Line 10,2073,C,17064,,1.15,7,4/27/2024,354,2,60998,699.04
181,富阳区,72.4,2,2,1,11,11,1,20,Southeast,豪华 (Luxury),住宅 (Residential),中海 (COHL),Line 10,221,B,,0.34,1.08,6.44,10/11/2024,245,1,22510,162.97
182,临安区,92.3,3,1,2,33,33,1,1,North,,住宅 (Residential),,Line 10,695,C,,,,5.7,7/4/2023,646,1,18628,171.94
183,拱墅区,45.6,1,1,1,4,6,1,5,South,精装 (Fine),住宅 (Residential),龙湖 (Longfor),Line 3,3872,C,21951,,1.49,4.45,7/24/2023,663,,42733,194.86
184,余杭区,66.7,1,2,1,1,18,1,25,South,精装 (Fine),住宅 (Residential),绿城 (Greentown),Line 9,144,C,7458,,0.9,3.54,6/16/2024,364,1,22787,151.99
185,临平区,93.6,3,2,2,22,33,1,,Northwest,毛坯 (Rough),住宅 (Residential),,Line 7,4606,B,,0.36,0.59,5.44,5/7/2023,740,2,24731,231.48
186,上城区,94.4,2,1,2,25,26,1,10,South,精装 (Fine),住宅 (Residential),保利 (Poly),Line 1,,C,14857,0.26,0.84,3.26,12/12/2024,196,1,55828,527.02
187,萧山区,97.1,2,1,1,9,11,1,12,Northeast,毛坯 (Rough),住宅 (Residential),万科 (Vanke),Line 9,496,,8091,0.45,1.38,5.55,6/19/2024,310,0,34748,337.4
188,临平区,163.6,4,1,3,4,6,1,,South,精装 (Fine),住宅 (Residential),,Line 7,244,A,2409,,1.41,6.19,9/20/2023,640,0,53591,876.75
189,萧山区,133,3,1,3,2,6,1,19,,豪华 (Luxury),住宅 (Residential),绿城 (Greentown),Line 5,3460,C,8113,0.44,1.45,,9/28/2024,218,3,31904,424.32
190,西湖区,102.6,3,1,2,4,18,1,8,Northwest,精装 (Fine),公寓 (Apartment),万科 (Vanke),,174,B,,0.35,0.99,,6/13/2023,670,1,54997,564.27
191,临安区,136.8,3,1,2,15,26,1,3,Northwest,,住宅 (Residential),,Line 5,547,A,17084,0.34,1.35,7.31,9/25/2023,636,0,23020,314.91
192,富阳区,115.8,4,2,3,19,26,1,1,Southwest,精装 (Fine),公寓 (Apartment),龙湖 (Longfor),,4453,C,22413,0.38,1.32,3.67,7/25/2024,327,0,16769,194.19
193,拱墅区,102.4,3,1,2,16,18,1,32,South,简装 (Simple),住宅 (Residential),龙湖 (Longfor),Line 1,1293,B,,0.4,1.33,,4/3/2024,373,3,39291,402.34
194,钱塘区,109.7,3,1,3,2,33,1,0,Southwest,精装 (Fine),住宅 (Residential),融创 (Sunac),Line 6,693,A,1301,0.39,0.52,,1/8/2024,454,3,48475,531.77
195,钱塘区,168.8,4,1,3,20,26,1,7,North,简装 (Simple),公寓 (Apartment),,Line 10,4483,A,22449,0.41,1.21,1.83,2/16/2023,795,1,32948,556.16
196,临平区,89.4,2,1,1,7,26,1,3,West,豪华 (Luxury),住宅 (Residential),中海 (COHL),Line 19,491,,6965,0.43,0.82,,4/13/2024,436,1,28271,252.74
197,富阳区,117.2,3,1,2,17,18,1,33,Northwest,,公寓 (Apartment),绿城 (Greentown),Line 7,780,C,,,0.95,5.31,9/12/2024,241,1,11835,138.71
198,临平区,72.3,3,1,3,23,26,1,29,South,精装 (Fine),公寓 (Apartment),本地开发商 (Local),Line 4,,,15590,0.39,,,12/29/2024,162,1,13076,94.54
199,滨江区,61.2,1,1,1,22,26,1,5,Southeast,精装 (Fine),住宅 (Residential),万科 (Vanke),Line 10,,C,,0.25,0.75,6.32,11/14/2024,227,1,51157,313.08
200,富阳区,72,2,1,1,1,33,1,13,Northeast,简装 (Simple),住宅 (Residential),滨江 (Binjiang),Line 1,199,C,5188,,1.44,5.89,7/8/2024,270,0,18249,131.39
201,钱塘区,120.8,3,1,3,15,33,1,25,East,精装 (Fine),别墅 (Villa),保利 (Poly),Line 9,112,,22718,,,4.59,7/19/2024,261,0,31411,379.44
202,萧山区,94.9,2,1,2,29,33,1,29,Southeast,精装 (Fine),公寓 (Apartment),,,3497,C,19083,0.42,0.69,5.09,7/11/2023,651,2,16061,152.42
203,西湖区,151.8,4,1,3,18,18,1,10,,毛坯 (Rough),别墅 (Villa),中海 (COHL),Line 3,3378,A,28135,,0.63,,11/5/2023,574,2,93148,1413.99
204,富阳区,83,2,1,2,11,26,1,7,Southeast,精装 (Fine),住宅 (Residential),本地开发商 (Local),,548,,4673,0.39,0.74,7.42,9/25/2024,254,1,24786,205.72
205,富阳区,112.6,4,2,4,1,33,1,2,East,毛坯 (Rough),别墅 (Villa),保利 (Poly),Line 5,210,C,,,1.18,3.53,10/17/2023,534,,33471,376.88
206,余杭区,120,4,1,4,16,18,1,1,North,,住宅 (Residential),万科 (Vanke),,286,C,,0.34,0.83,3.72,12/2/2024,173,3,41948,503.38
207,滨江区,65.4,1,1,1,24,26,1,18,Southeast,简装 (Simple),住宅 (Residential),,Line 10,,C,7552,,1.28,6.57,8/22/2023,620,1,40968,267.93
208,钱塘区,25,1,2,1,1,18,1,13,Northeast,毛坯 (Rough),公寓 (Apartment),保利 (Poly),Line 2,325,C,1602,0.38,1.08,7.94,9/13/2024,210,0,19556,48.89
209,钱塘区,101.6,3,1,3,2,33,1,10,Southeast,,住宅 (Residential),,Line 7,116,B,10025,,,3.3,1/18/2024,439,1,24941,253.4
210,富阳区,95.7,3,1,2,5,6,1,5,West,精装 (Fine),住宅 (Residential),融创 (Sunac),,1063,C,,0.43,,,7/18/2023,636,0,24553,234.97
211,临安区,65.8,2,2,1,30,33,1,16,Southwest,,住宅 (Residential),华润 (CR Land),Line 1,2645,B,8677,0.41,0.96,5.05,7/18/2023,662,1,16640,109.49
212,余杭区,75.3,3,2,3,5,18,1,12,East,简装 (Simple),公寓 (Apartment),龙湖 (Longfor),Line 5,1119,C,2878,,0.74,7.74,5/6/2024,388,1,24385,183.62
213,萧山区,96.7,2,1,1,11,11,1,33,East,豪华 (Luxury),住宅 (Residential),万科 (Vanke),Line 19,2385,A,10619,0.41,1.41,7.63,8/18/2024,299,1,32907,318.21
214,临安区,95.9,3,1,3,3,6,1,14,Northwest,精装 (Fine),住宅 (Residential),龙湖 (Longfor),Line 6,1994,B,9976,0.44,1.26,7.06,11/9/2024,172,3,17911,171.77
215,临安区,134.8,4,2,3,5,26,1,14,Northeast,精装 (Fine),住宅 (Residential),绿城 (Greentown),Line 3,,C,,0.41,0.75,3.1,2/13/2023,862,0,16908,227.92
216,余杭区,125.9,3,1,3,3,33,1,3,East,精装 (Fine),住宅 (Residential),融创 (Sunac),Line 10,228,,19171,0.27,,1.88,3/21/2023,807,0,34898,439.37
217,滨江区,35.3,1,1,1,12,18,1,8,North,毛坯 (Rough),住宅 (Residential),,Line 7,590,C,6008,0.43,1.38,7.83,5/2/2023,783,0,41339,145.93
218,余杭区,66.9,1,2,1,16,18,1,12,South,精装 (Fine),住宅 (Residential),融创 (Sunac),Line 9,1079,C,5871,,0.83,6.96,7/4/2023,702,,31325,209.56
219,临安区,87.4,2,3,1,24,26,1,19,Southeast,精装 (Fine),住宅 (Residential),龙湖 (Longfor),Line 19,,B,25089,0.29,1.09,2.71,9/30/2024,266,1,13759,120.25
220,拱墅区,126,4,2,4,15,18,1,8,Southeast,,公寓 (Apartment),本地开发商 (Local),Line 1,1206,A,539,0.39,1.27,,9/6/2024,210,3,59658,751.69
221,富阳区,32.7,1,1,1,8,11,1,23,Southwest,精装 (Fine),住宅 (Residential),本地开发商 (Local),,1008,A,,0.29,0.7,,5/8/2024,375,0,15916,52.05
222,临安区,129.8,4,1,3,8,11,1,33,East,毛坯 (Rough),公寓 (Apartment),万科 (Vanke),,338,C,28233,0.31,0.83,6.13,7/30/2023,698,3,11931,154.86
223,临平区,78.7,3,1,3,11,11,1,10,,精装 (Fine),住宅 (Residential),融创 (Sunac),,1027,C,12708,0.28,0.88,,5/10/2024,357,,28348,223.1
224,临安区,99.7,2,1,1,24,26,1,1,,毛坯 (Rough),住宅 (Residential),本地开发商 (Local),Line 19,423,B,21156,,1.28,6.11,2/23/2023,787,0,19769,197.1
225,上城区,52.8,1,2,1,31,33,1,,South,精装 (Fine),商住两用 (Mixed),中海 (COHL),Line 6,477,B,2161,,,2.42,6/29/2023,722,1,63767,336.69
226,上城区,117.5,3,1,2,26,26,1,5,Southwest,精装 (Fine),住宅 (Residential),中海 (COHL),Line 3,3656,C,22112,,0.66,6.61,2/14/2024,456,2,53666,630.58
227,临平区,70.1,2,1,1,3,18,1,,West,豪华 (Luxury),住宅 (Residential),,Line 7,3324,C,14796,0.27,,4.76,6/29/2023,693,1,28705,201.22
228,富阳区,105.7,4,1,3,4,18,1,19,Northeast,,住宅 (Residential),本地开发商 (Local),,1889,,25599,,,4.08,4/16/2024,424,3,16485,174.25
229,钱塘区,78.2,2,1,2,6,6,0,19,Southeast,精装 (Fine),住宅 (Residential),滨江 (Binjiang),Line 10,4777,C,7546,0.42,,1.58,7/21/2024,275,1,20082,157.04
230,余杭区,82.1,2,1,2,6,26,1,,Northeast,豪华 (Luxury),住宅 (Residential),绿城 (Greentown),Line 10,,C,9989,0.3,0.86,2.05,4/20/2023,726,,35320,289.98
231,钱塘区,138.3,3,2,3,18,26,1,,,精装 (Fine),住宅 (Residential),绿城 (Greentown),Line 19,1193,B,,,1.49,3.61,8/13/2024,246,0,39651,548.37
232,临平区,94,3,1,2,17,18,1,10,Southeast,简装 (Simple),住宅 (Residential),华润 (CR Land),Line 19,3488,C,7520,0.32,0.9,3.22,9/23/2023,578,1,23365,219.63
233,滨江区,92.1,3,1,3,22,33,1,12,,简装 (Simple),住宅 (Residential),绿城 (Greentown),Line 7,265,C,6366,0.44,0.8,2.1,10/4/2023,574,1,47225,434.94
234,临平区,153.6,4,1,4,10,33,1,6,Southwest,精装 (Fine),住宅 (Residential),龙湖 (Longfor),Line 1,1218,A,,0.36,,1.51,4/12/2023,807,0,39548,607.46
235,滨江区,170.4,4,2,4,4,18,1,9,East,毛坯 (Rough),住宅 (Residential),本地开发商 (Local),Line 5,913,C,,,0.75,4.43,10/26/2024,224,0,48170,820.82
236,萧山区,91.2,2,1,2,16,26,1,30,,豪华 (Luxury),住宅 (Residential),,Line 6,265,C,28485,0.32,1.39,2.05,3/15/2023,757,0,26123,238.24
237,滨江区,107.3,4,1,3,23,26,1,13,West,精装 (Fine),商住两用 (Mixed),龙湖 (Longfor),Line 10,347,C,,0.39,0.7,5.75,11/8/2024,175,,49676,533.02
238,西湖区,60.9,2,1,2,4,18,1,0,Northwest,毛坯 (Rough),住宅 (Residential),绿城 (Greentown),Line 19,837,A,8283,0.31,,4.08,9/11/2023,603,1,60278,367.09
239,拱墅区,36.3,1,1,1,2,33,1,2,,,住宅 (Residential),绿城 (Greentown),Line 5,,,21035,,1.36,1.73,4/12/2024,433,2,33036,119.92
240,临安区,80.3,3,1,2,18,26,1,10,West,简装 (Simple),住宅 (Residential),万科 (Vanke),Line 5,751,,24427,,,,4/25/2024,408,0,17545,140.89
241,钱塘区,49.8,2,2,2,1,18,1,18,North,豪华 (Luxury),住宅 (Residential),滨江 (Binjiang),Line 16,628,,18312,0.3,0.66,,8/14/2023,628,0,21073,104.94
242,滨江区,122.7,3,1,2,20,26,1,17,Southeast,豪华 (Luxury),住宅 (Residential),滨江 (Binjiang),Line 10,168,C,12330,0.35,1.04,3.82,9/29/2024,245,0,60248,739.24
243,上城区,131.7,3,1,2,2,33,1,4,East,简装 (Simple),住宅 (Residential),保利 (Poly),Line 2,276,C,16972,0.33,,,4/19/2024,435,2,58685,772.88
244,余杭区,107.9,4,1,3,5,26,1,0,,豪华 (Luxury),公寓 (Apartment),绿城 (Greentown),Line 16,412,C,6310,,1.22,4,3/29/2024,398,2,36074,389.24
245,上城区,25,1,1,1,4,26,1,6,East,精装 (Fine),住宅 (Residential),,,1119,C,7757,0.27,0.52,2.58,7/23/2023,663,3,40700,101.75
246,滨江区,85.2,3,3,2,7,11,1,7,South,毛坯 (Rough),公寓 (Apartment),,Line 3,261,A,13630,0.33,0.73,2.93,6/11/2023,722,0,54904,467.78
247,临安区,98.9,2,1,1,4,33,1,0,East,,公寓 (Apartment),本地开发商 (Local),Line 10,3459,,8097,,0.83,5.05,12/6/2024,163,0,14146,139.9
248,拱墅区,82.4,2,1,1,6,6,0,9,Northeast,简装 (Simple),公寓 (Apartment),,Line 10,227,B,7166,0.29,1.01,4.23,10/30/2023,551,1,38635,318.35
249,钱塘区,93.4,2,1,1,13,26,1,30,East,毛坯 (Rough),商住两用 (Mixed),本地开发商 (Local),,1321,B,10504,0.42,0.7,2.33,6/7/2023,741,0,15991,149.36
250,临平区,104.3,2,2,1,9,11,1,23,South,简装 (Simple),住宅 (Residential),中海 (COHL),Line 1,,B,1041,0.25,0.78,,8/27/2024,248,0,21370,222.89
251,滨江区,94.1,2,2,1,2,6,1,31,Northeast,豪华 (Luxury),公寓 (Apartment),本地开发商 (Local),Line 19,581,C,5604,0.3,1.44,1.78,3/14/2023,786,0,28420,267.43
252,滨江区,68.7,2,3,2,6,6,1,2,Southeast,精装 (Fine),公寓 (Apartment),本地开发商 (Local),Line 3,4390,C,,0.38,0.98,,3/13/2024,396,0,41178,282.89
253,拱墅区,116,3,1,3,6,18,1,8,,豪华 (Luxury),住宅 (Residential),中海 (COHL),Line 9,,,12854,,1.26,1.6,7/12/2024,289,0,46594,540.49
254,富阳区,118.4,3,2,2,15,18,1,13,Southeast,,住宅 (Residential),滨江 (Binjiang),Line 5,2490,,10489,0.37,,2.52,12/7/2024,149,,18731,221.78
255,富阳区,158.3,5,1,4,10,33,1,2,East,简装 (Simple),住宅 (Residential),融创 (Sunac),Line 6,336,B,,0.39,1.25,5.13,11/29/2023,549,0,29257,463.14
256,临安区,58.6,1,2,1,6,6,1,5,West,豪华 (Luxury),住宅 (Residential),本地开发商 (Local),Line 9,338,A,25020,,0.96,3.31,9/8/2024,205,1,23740,139.12
257,临平区,131.4,4,1,3,11,18,1,8,Northeast,精装 (Fine),住宅 (Residential),中海 (COHL),Line 2,1368,B,703,0.29,,3.22,2/8/2024,435,0,40331,529.95
258,西湖区,127.7,3,1,2,18,26,1,12,South,精装 (Fine),住宅 (Residential),中海 (COHL),Line 2,1187,,5103,0.43,0.83,7.36,9/10/2023,599,0,57181,730.2
259,临平区,78.6,3,1,2,6,33,1,2,Southwest,豪华 (Luxury),住宅 (Residential),保利 (Poly),Line 6,1456,B,9623,,,3.07,3/27/2024,374,,32739,257.33
260,滨江区,91.6,2,1,1,3,18,1,3,Northwest,毛坯 (Rough),公寓 (Apartment),万科 (Vanke),Line 1,,,,0.43,1.21,,7/4/2024,297,0,35212,322.54
261,富阳区,96.2,3,2,2,5,18,1,24,East,毛坯 (Rough),住宅 (Residential),华润 (CR Land),Line 10,1036,,14478,0.4,1.18,,3/10/2023,801,2,11909,114.56
262,余杭区,152.8,4,2,4,6,6,1,6,Southwest,毛坯 (Rough),住宅 (Residential),,Line 7,2400,,24211,0.42,,7.61,6/26/2024,317,0,36270,554.21
263,临平区,117.9,3,2,3,6,6,1,11,Southwest,,别墅 (Villa),本地开发商 (Local),Line 3,,C,13716,0.26,1.14,7.83,6/5/2023,708,3,39896,470.37
264,拱墅区,98.3,2,1,2,8,18,1,5,Southeast,毛坯 (Rough),公寓 (Apartment),中海 (COHL),Line 9,1471,B,22380,0.44,0.56,5.96,12/6/2024,205,3,36292,356.75
265,拱墅区,25.2,1,1,1,10,33,1,27,Northeast,简装 (Simple),公寓 (Apartment),绿城 (Greentown),Line 9,421,A,19802,0.37,0.85,,2/26/2024,437,1,18959,47.78
266,萧山区,92.4,3,1,2,3,11,1,3,East,简装 (Simple),公寓 (Apartment),保利 (Poly),Line 16,1246,B,11262,0.39,0.88,6.7,9/11/2024,261,2,30570,282.47
267,余杭区,73.9,2,1,1,16,18,1,0,East,精装 (Fine),公寓 (Apartment),,Line 3,194,,2823,,1.17,,3/25/2024,449,1,32059,236.92
268,余杭区,112.3,4,2,4,28,33,1,14,Southwest,精装 (Fine),住宅 (Residential),融创 (Sunac),Line 1,1549,B,7659,,,6.44,4/7/2024,416,3,29097,326.76
269,上城区,92.8,3,2,2,9,11,1,12,South,,住宅 (Residential),滨江 (Binjiang),Line 16,1039,C,26351,,0.67,7.34,9/19/2024,199,2,52863,490.57
270,拱墅区,124.8,4,1,3,3,26,1,28,South,精装 (Fine),住宅 (Residential),绿城 (Greentown),Line 2,4683,,15462,0.27,,3.49,4/10/2024,366,0,33621,419.59
271,拱墅区,53.5,1,2,1,2,11,1,26,,精装 (Fine),住宅 (Residential),融创 (Sunac),Line 9,498,C,17692,0.45,1.39,3.91,11/6/2024,164,0,21203,113.44
272,拱墅区,93.3,3,1,2,14,26,1,10,,,住宅 (Residential),本地开发商 (Local),Line 16,,B,5959,0.39,0.92,,1/6/2023,892,3,36239,338.11
273,滨江区,96.5,2,1,1,15,26,1,14,Southwest,精装 (Fine),公寓 (Apartment),万科 (Vanke),Line 1,809,B,23383,0.32,1.16,2.42,2/3/2023,872,1,47605,459.39
274,临安区,49.8,2,1,1,4,33,1,3,Northeast,精装 (Fine),住宅 (Residential),,,345,B,16855,0.36,0.87,,11/3/2023,555,0,17703,88.16
275,临平区,84.3,2,2,1,18,26,1,4,Southeast,简装 (Simple),住宅 (Residential),,Line 6,444,,7861,0.42,,3.21,3/31/2023,792,2,30509,257.19
276,临安区,113.7,3,2,2,19,33,1,5,,精装 (Fine),住宅 (Residential),华润 (CR Land),Line 19,498,C,15850,0.26,,,8/27/2023,672,0,22056,250.78
277,滨江区,105.2,3,1,2,6,6,1,30,West,,住宅 (Residential),中海 (COHL),Line 3,501,C,1221,0.45,1.27,4.09,11/4/2023,577,1,49792,523.81
278,上城区,81.5,2,1,2,13,18,1,31,West,精装 (Fine),别墅 (Villa),本地开发商 (Local),Line 9,215,B,9614,0.26,,4.35,7/3/2024,313,1,59754,487
279,临平区,84.9,2,2,1,5,6,1,13,Northwest,豪华 (Luxury),住宅 (Residential),,Line 4,980,B,28074,0.28,0.88,,10/3/2024,247,3,27251,231.36
280,临安区,145,4,2,3,2,11,1,22,Southeast,精装 (Fine),住宅 (Residential),龙湖 (Longfor),Line 16,1841,B,1445,,0.59,3.34,4/25/2023,753,2,18978,275.18
281,滨江区,36.4,1,2,1,1,18,1,33,,简装 (Simple),住宅 (Residential),本地开发商 (Local),,458,B,21410,0.29,,5.53,5/16/2023,711,2,25021,91.08
282,钱塘区,100.6,3,1,3,8,33,1,0,Southeast,毛坯 (Rough),住宅 (Residential),中海 (COHL),,4859,C,1476,0.37,1.49,3.53,8/3/2023,647,0,38985,392.19
283,萧山区,73.9,2,1,2,15,18,1,32,Southeast,毛坯 (Rough),住宅 (Residential),融创 (Sunac),Line 4,403,A,,0.44,,,8/10/2024,264,0,26092,192.82
284,萧山区,77.6,3,2,3,15,18,1,4,South,精装 (Fine),公寓 (Apartment),,Line 1,,A,4305,0.4,1.08,7.38,12/31/2023,495,0,35433,274.96
285,滨江区,114.8,4,2,3,18,26,1,2,Northwest,精装 (Fine),住宅 (Residential),滨江 (Binjiang),,3709,C,2898,0.4,,3.44,8/18/2023,609,3,68947,791.51
286,临安区,89.9,3,1,3,6,18,1,34,South,精装 (Fine),住宅 (Residential),龙湖 (Longfor),Line 10,2992,,23171,0.31,,3.45,5/11/2023,755,0,9518,85.57
287,西湖区,47.1,1,1,1,26,26,1,14,North,精装 (Fine),住宅 (Residential),绿城 (Greentown),Line 6,1124,B,3470,0.37,0.61,,8/3/2024,283,1,68140,320.94
288,滨江区,161.4,5,1,4,24,26,1,,Southeast,豪华 (Luxury),住宅 (Residential),,Line 9,1002,C,12052,0.27,0.58,,1/24/2024,473,1,78713,1270.43
289,上城区,101.1,2,1,1,1,33,1,15,Southeast,简装 (Simple),别墅 (Villa),滨江 (Binjiang),Line 10,1199,B,28395,,1.37,,3/21/2024,419,,62603,632.92
290,临安区,108.7,3,1,3,26,33,1,23,South,精装 (Fine),商住两用 (Mixed),万科 (Vanke),Line 19,202,,,0.27,0.53,4.9,8/27/2024,266,1,15629,169.89
291,临平区,57.3,2,1,2,7,18,1,29,Northwest,简装 (Simple),商住两用 (Mixed),华润 (CR Land),Line 6,308,B,,0.28,0.55,5.12,5/13/2024,406,1,14923,85.51
292,拱墅区,104.9,3,1,3,14,26,1,17,Southeast,精装 (Fine),公寓 (Apartment),保利 (Poly),,2762,,22942,0.41,,4.48,5/25/2024,340,2,29824,312.85
293,萧山区,109.4,4,1,3,12,18,1,1,,毛坯 (Rough),公寓 (Apartment),融创 (Sunac),Line 1,1314,B,14485,,,7.81,6/13/2024,301,1,35187,384.95
294,临安区,155.3,4,1,3,3,18,1,29,Southeast,毛坯 (Rough),住宅 (Residential),,Line 7,1074,C,,0.32,1.05,4.12,10/29/2023,556,0,12774,198.38
295,临安区,109.1,3,2,2,19,26,1,11,East,精装 (Fine),住宅 (Residential),龙湖 (Longfor),Line 9,564,C,25161,0.36,0.78,,9/16/2023,578,1,19013,207.43
296,萧山区,111.3,4,2,4,1,6,1,27,Northwest,简装 (Simple),住宅 (Residential),融创 (Sunac),Line 16,2270,B,7231,0.44,,,9/1/2024,230,3,18974,211.18
297,临平区,25,1,2,1,8,11,1,20,East,豪华 (Luxury),住宅 (Residential),龙湖 (Longfor),Line 3,1381,,922,0.41,0.65,,6/29/2024,304,0,21653,54.13
298,临平区,137,4,1,4,7,11,1,3,Northeast,毛坯 (Rough),别墅 (Villa),中海 (COHL),,1117,C,,,1.4,,10/7/2023,583,0,41026,562.06
299,西湖区,100.4,3,1,2,15,26,1,18,West,精装 (Fine),住宅 (Residential),融创 (Sunac),Line 16,2478,C,3725,0.34,,3.98,4/11/2023,787,0,57406,576.36
